"","x for phy_id","y for phy_id","model"
"1",0.23126542908932,0.000278466199846114,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2",0.326211532563864,0.00180500266828099,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"3",0.485109407023724,0.0105887558471598,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"4",0.788062447509399,0.0524429931265087,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"5",0.999169876298516,0.0915273196043221,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"6",1.22476158270238,0.131126337811815,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"7",1.55726992715015,0.17417201639569,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"8",1.83464689755956,0.193759252822248,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"9",2.09673196475948,0.200562531184958,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"10",2.35540255399077,0.198945384085025,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"11",2.62008243169704,0.191361846882401,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"12",2.89852300770612,0.179226147780412,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"13",3.04510645451548,0.172030107420428,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"14",3.19806829922828,0.16434071598959,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"15",3.35891855257955,0.156295576700783,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"16",3.52836006857082,0.148055189910659,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"17",3.59863980969875,0.144740074741573,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"18",3.67039674113833,0.141427915157996,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"19",3.7068396017389,0.139775587934225,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"20",3.74366450827932,0.13812709983926,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"21",3.81847841234025,0.134845437232338,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"22",3.89494995714069,0.131586366111548,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"23",3.97339133765424,0.128340433980773,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"24",4.05389661872533,0.125106143032301,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"25",4.09494707858656,0.123493211576886,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"26",4.1365427189555,0.121883021846477,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"27",4.22141124066331,0.118670706349012,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"28",4.30858869164804,0.11546894710432,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"29",4.53724871156067,0.107511328455715,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"30",4.78279481405815,0.0996413296401258,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"31",5.04938832155443,0.0918394539169088,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"32",5.33990947835415,0.0841370323530835,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"33",6.00617957052571,0.0691795308580825,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"34",6.83138038769829,0.0548315089170091,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"35",7.9000931609998,0.0412266718546877,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"36",9.37424646524505,0.0285737198405195,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"37",11.6578329653237,0.0170631095909844,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"38",16.160160498257,0.00712127835863982,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"39",21.5096617808825,0.0029979792928942,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"40",30.0722144722402,0.00096587503482523,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"41",60.795329946412,5.89212324875616e-05,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"42",108.785605745723,3.80815461429198e-06,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"43",180.768901683913,2.5425984274044e-07,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"44",0.224494548913238,0.00027780456767531,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
